Date,High,Low,Open,Close,Volume,Adj Close
2020-06-23,24.559999465942383,24.020000457763672,24.3799991607666,24.5,61100.0,24.487056732177734
2020-06-24,26.690000534057617,24.3700008392334,26.299999237060547,24.950000762939453,171500.0,24.93682098388672
2020-06-25,25.81999969482422,24.950000762939453,25.700000762939453,25.6299991607666,126400.0,25.616458892822266
2020-06-26,25.889999389648438,25.1299991607666,25.889999389648438,25.200000762939453,88500.0,25.186687469482422
2020-06-29,25.549999237060547,24.950000762939453,25.229999542236328,25.459999084472656,33200.0,25.446548461914062
2020-06-30,25.770000457763672,25.280000686645508,25.770000457763672,25.489999771118164,64400.0,25.476533889770508
2020-07-02,25.920000076293945,25.43000030517578,25.649999618530273,25.489999771118164,104200.0,25.476533889770508
2020-07-03,26.040000915527344,25.75,25.8700008392334,25.899999618530273,20300.0,25.88631820678711
2020-07-06,26.270000457763672,25.31999969482422,26.270000457763672,25.75,39300.0,25.73639678955078
2020-07-07,26.149999618530273,25.59000015258789,25.889999389648438,26.06999969482422,414200.0,26.05622673034668
2020-07-08,26.190000534057617,25.280000686645508,26.139999389648438,25.670000076293945,104800.0,25.65643882751465
2020-07-09,25.729999542236328,25.25,25.729999542236328,25.610000610351562,40900.0,25.596471786499023
2020-07-10,25.969999313354492,25.239999771118164,25.969999313354492,25.690000534057617,34100.0,25.676429748535156
2020-07-13,25.899999618530273,25.469999313354492,25.690000534057617,25.600000381469727,51900.0,25.586477279663086
2020-07-14,25.760000228881836,25.459999084472656,25.6200008392334,25.75,23800.0,25.73639678955078
2020-07-15,26.31999969482422,25.65999984741211,26.0,26.049999237060547,59500.0,26.036237716674805
2020-07-16,26.700000762939453,25.8799991607666,26.239999771118164,26.5,72400.0,26.486000061035156
2020-07-17,27.68000030517578,26.68000030517578,26.790000915527344,26.959999084472656,53900.0,26.959999084472656
2020-07-20,27.190000534057617,26.700000762939453,27.190000534057617,27.049999237060547,46100.0,27.049999237060547
2020-07-21,26.989999771118164,26.170000076293945,26.989999771118164,26.450000762939453,64400.0,26.450000762939453
2020-07-22,26.920000076293945,26.139999389648438,26.139999389648438,26.549999237060547,195200.0,26.549999237060547
2020-07-23,27.469999313354492,26.639999389648438,26.799999237060547,27.010000228881836,92500.0,27.010000228881836
2020-07-24,27.989999771118164,27.290000915527344,27.290000915527344,27.760000228881836,159600.0,27.760000228881836
2020-07-27,28.329999923706055,27.540000915527344,27.799999237060547,28.299999237060547,98700.0,28.299999237060547
2020-07-28,28.709999084472656,27.700000762939453,28.43000030517578,28.530000686645508,76600.0,28.530000686645508
2020-07-29,28.790000915527344,28.239999771118164,28.770000457763672,28.649999618530273,82400.0,28.649999618530273
2020-07-30,29.260000228881836,28.450000762939453,28.579999923706055,29.260000228881836,61500.0,29.260000228881836
2020-07-31,29.399999618530273,28.670000076293945,29.3700008392334,28.8799991607666,48000.0,28.8799991607666
2020-08-04,30.020000457763672,29.100000381469727,29.200000762939453,29.850000381469727,64200.0,29.850000381469727
2020-08-05,30.479999542236328,29.479999542236328,30.0,30.479999542236328,80500.0,30.479999542236328
2020-08-06,30.780000686645508,27.040000915527344,30.170000076293945,29.25,278900.0,29.25
2020-08-07,29.899999618530273,28.649999618530273,29.670000076293945,29.149999618530273,65501.0,29.149999618530273
