Date,High,Low,Open,Close,Volume,Adj Close
2020-03-03,24.010000228881836,22.399999618530273,23.3700008392334,22.399999618530273,403100.0,22.373422622680664
2020-03-04,23.950000762939453,23.010000228881836,23.25,23.290000915527344,175400.0,23.26236915588379
2020-03-05,23.81999969482422,23.049999237060547,23.81999969482422,23.489999771118164,164300.0,23.462129592895508
2020-03-06,23.100000381469727,21.829999923706055,23.030000686645508,22.979999542236328,194000.0,22.952733993530273
2020-03-09,22.219999313354492,20.399999618530273,21.739999771118164,22.040000915527344,64000.0,22.013853073120117
2020-03-10,23.15999984741211,22.34000015258789,22.670000076293945,22.989999771118164,46900.0,22.962724685668945
2020-03-11,22.90999984741211,22.299999237060547,22.5,22.739999771118164,102100.0,22.71302032470703
2020-03-12,22.709999084472656,21.5,21.5,22.59000015258789,121500.0,22.56319808959961
2020-03-13,23.790000915527344,22.5,23.190000534057617,23.229999542236328,46300.0,23.202438354492188
2020-03-16,23.0,20.729999542236328,23.0,20.729999542236328,84500.0,20.70540428161621
2020-03-17,22.1299991607666,20.790000915527344,20.790000915527344,22.020000457763672,12000.0,21.99387550354004
2020-03-18,21.850000381469727,20.670000076293945,21.25,21.049999237060547,64300.0,21.0250244140625
2020-03-19,22.3799991607666,20.690000534057617,20.690000534057617,22.1200008392334,37900.0,22.0937557220459
2020-03-20,22.850000381469727,22.209999084472656,22.75,22.850000381469727,51000.0,22.82288932800293
2020-03-23,22.940000534057617,20.799999237060547,22.09000015258789,21.274999618530273,73400.0,21.249757766723633
2020-03-24,21.93000030517578,20.59000015258789,21.260000228881836,21.170000076293945,88400.0,21.144882202148438
2020-03-25,21.350000381469727,19.899999618530273,21.350000381469727,20.0,60200.0,19.97627067565918
2020-03-26,21.280000686645508,19.5,19.649999618530273,21.260000228881836,81500.0,21.234777450561523
2020-03-27,21.260000228881836,20.260000228881836,21.25,20.709999084472656,9800.0,20.685428619384766
2020-03-30,21.760000228881836,20.65999984741211,21.75,20.65999984741211,40200.0,20.635488510131836
2020-03-31,21.770000457763672,19.809999465942383,20.93000030517578,21.770000457763672,41200.0,21.744171142578125
2020-04-01,21.360000610351562,19.59000015258789,21.139999389648438,19.59000015258789,34800.0,19.56675910949707
2020-04-02,20.459999084472656,18.5,19.950000762939453,18.5,38200.0,18.478050231933594
2020-04-03,18.940000534057617,16.850000381469727,18.940000534057617,18.0,81500.0,17.97864532470703
2020-04-06,18.25,16.889999389648438,18.15999984741211,17.760000228881836,76400.0,17.738927841186523
2020-04-07,18.6299991607666,17.219999313354492,18.270000457763672,18.59000015258789,52500.0,18.56794548034668
2020-04-08,19.610000610351562,18.600000381469727,18.75,19.25,41500.0,19.227161407470703
2020-04-09,22.0,19.25,19.510000228881836,21.6200008392334,96300.0,21.594350814819336
2020-04-13,21.459999084472656,20.450000762939453,21.459999084472656,21.010000228881836,24100.0,20.98507308959961
2020-04-14,22.200000762939453,21.0,21.549999237060547,21.40999984741211,36700.0,21.384597778320312
2020-04-15,21.59000015258789,20.18000030517578,21.469999313354492,20.850000381469727,64500.0,20.82526397705078
2020-04-16,21.5,21.200000762939453,21.329999923706055,21.260000228881836,41100.0,21.234777450561523
2020-04-17,22.100000381469727,21.059999465942383,22.100000381469727,21.34000015258789,87600.0,21.328725814819336
2020-04-20,22.1299991607666,20.739999771118164,21.350000381469727,21.719999313354492,29300.0,21.708524703979492
2020-04-21,21.81999969482422,21.0,21.81999969482422,21.530000686645508,33800.0,21.518627166748047
2020-04-22,21.8799991607666,21.280000686645508,21.75,21.56999969482422,53300.0,21.558605194091797
2020-04-23,22.1200008392334,21.549999237060547,21.969999313354492,21.969999313354492,17400.0,21.958393096923828
2020-04-24,22.079999923706055,21.280000686645508,21.969999313354492,21.690000534057617,35900.0,21.678543090820312
2020-04-27,21.8799991607666,21.049999237060547,21.8799991607666,21.690000534057617,85300.0,21.678543090820312
2020-04-28,22.0,21.350000381469727,22.0,21.420000076293945,52000.0,21.40868377685547
2020-04-29,23.549999237060547,21.559999465942383,21.860000610351562,23.18000030517578,64400.0,23.167755126953125
2020-04-30,24.6200008392334,23.18000030517578,23.260000228881836,24.170000076293945,113600.0,24.1572322845459
2020-05-01,25.649999618530273,23.469999313354492,24.440000534057617,24.799999237060547,106600.0,24.786897659301758
2020-05-04,24.959999084472656,24.200000762939453,24.459999084472656,24.350000381469727,40000.0,24.33713722229004
2020-05-05,24.81999969482422,23.760000228881836,24.350000381469727,24.09000015258789,52400.0,24.077274322509766
2020-05-06,24.56999969482422,23.8700008392334,24.219999313354492,24.56999969482422,108100.0,24.55702018737793
2020-05-07,24.790000915527344,23.799999237060547,24.649999618530273,24.079999923706055,82200.0,24.067279815673828
2020-05-08,24.389999389648438,23.829999923706055,24.299999237060547,24.110000610351562,25000.0,24.09726333618164
2020-05-11,24.649999618530273,24.0,24.0,24.540000915527344,26400.0,24.527036666870117
2020-05-12,26.6299991607666,24.520000457763672,25.200000762939453,24.850000381469727,78900.0,24.836872100830078
2020-05-13,25.309999465942383,24.75,25.309999465942383,25.040000915527344,41300.0,25.02677345275879
2020-05-14,25.510000228881836,24.040000915527344,25.510000228881836,24.920000076293945,53200.0,24.906835556030273
2020-05-15,25.0,24.540000915527344,24.920000076293945,24.760000228881836,158800.0,24.746919631958008
2020-05-19,25.059999465942383,24.520000457763672,25.059999465942383,24.799999237060547,39200.0,24.786897659301758
2020-05-20,24.959999084472656,24.18000030517578,24.959999084472656,24.520000457763672,43500.0,24.507047653198242
2020-05-21,24.600000381469727,23.809999465942383,24.530000686645508,24.100000381469727,44800.0,24.087268829345703
2020-05-22,24.729999542236328,24.049999237060547,24.5,24.479999542236328,19900.0,24.46706771850586
2020-05-25,24.90999984741211,23.920000076293945,24.700000762939453,24.579999923706055,10300.0,24.567014694213867
2020-05-26,25.459999084472656,24.450000762939453,24.799999237060547,24.850000381469727,144900.0,24.836872100830078
2020-05-27,25.3700008392334,24.579999923706055,25.280000686645508,25.25,118900.0,25.236661911010742
2020-05-28,26.290000915527344,25.079999923706055,25.25,26.290000915527344,54000.0,26.276111602783203
2020-05-29,26.690000534057617,25.739999771118164,26.360000610351562,26.690000534057617,132700.0,26.675901412963867
2020-06-01,28.559999465942383,26.06999969482422,26.290000915527344,27.479999542236328,198300.0,27.465482711791992
2020-06-02,28.15999984741211,26.149999618530273,28.059999465942383,26.399999618530273,85700.0,26.38605308532715
2020-06-03,26.68000030517578,25.75,26.5,25.899999618530273,115500.0,25.88631820678711
2020-06-04,26.0,25.25,25.850000381469727,25.399999618530273,42700.0,25.386581420898438
2020-06-05,26.209999084472656,25.399999618530273,25.700000762939453,25.959999084472656,132900.0,25.946285247802734
2020-06-08,27.34000015258789,26.149999618530273,26.729999542236328,26.799999237060547,78600.0,26.78584098815918
2020-06-09,26.969999313354492,25.950000762939453,26.940000534057617,26.100000381469727,46600.0,26.086212158203125
2020-06-10,25.860000610351562,25.389999389648438,25.690000534057617,25.719999313354492,38400.0,25.706411361694336
2020-06-11,25.219999313354492,24.309999465942383,25.0,24.309999465942383,67300.0,24.297157287597656
2020-06-12,25.350000381469727,24.270000457763672,25.350000381469727,24.5,165000.0,24.487056732177734
2020-06-15,25.0,24.0,24.260000228881836,24.969999313354492,40200.0,24.95680809020996
2020-06-16,25.75,25.09000015258789,25.34000015258789,25.420000076293945,47500.0,25.406570434570312
2020-06-17,25.40999984741211,24.809999465942383,25.40999984741211,25.049999237060547,16600.0,25.036766052246094
2020-06-18,25.5,24.690000534057617,25.100000381469727,25.079999923706055,63000.0,25.06675148010254
2020-06-19,25.43000030517578,24.75,25.40999984741211,24.860000610351562,48200.0,24.84686851501465
2020-06-22,24.860000610351562,24.100000381469727,24.860000610351562,24.31999969482422,46500.0,24.307151794433594
